5530257626	1330641957	3/1/2016 14:45	108.217.237.145	http://www.acme.com/SH55126545/VD55173061	4	8796161998849	en-us,en;q=0.5	5	13	1	1	1	0	sbcglobal.net	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:10.0.2) Gecko/20100101 Firefox/10.0.2	meriden	usa	ct	http://facebook.com	41
5528366177	1330642665	3/1/2016 14:57	99.46.44.132	http://www.acme.com/SH55126545/VD55170364	6	8796161998849	en-us	6	4	1	0	1	0	sbcglobal.net	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.0.6 Safari/533.22.3	dallas	usa	tx		72
5528366177	1330642307	3/1/2016 14:51	99.46.44.132	http://www.acme.com/SH55126545/VD55170364	3	8796161998849	en-us	16	8	1	0	1	1	sbcglobal.net	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.0.6 Safari/533.22.3	dallas	usa	tx		41
5528366177	1330641684	3/1/2016 14:41	99.46.44.132	http://www.acme.com/SH55126545/VD55170364	2	8796161998849	en-us	17	2	0	1	0	0	sbcglobal.net	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.0.6 Safari/533.22.3	dallas	usa	tx	http://facebook.com	28
5528366177	1330641354	3/1/2016 14:35	99.46.44.132	http://www.acme.com/SH55126545/VD55170364	6	8796161998849	en-us	3	10	0	1	0	0	sbcglobal.net	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.0.6 Safari/533.22.3	dallas	usa	tx	http://google.com	11
5528366177	1330641302	3/1/2016 14:35	99.46.44.132	http://www.acme.com/SH55126545/VD55170364	2	8796161998849	en-us	3	4	0	1	0	0	sbcglobal.net	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.0.6 Safari/533.22.3	dallas	usa	tx		85
5528366177	1330641272	3/1/2016 14:34	99.46.44.132	http://www.acme.com/SH55126545/VD55170364	6	8796161998849	en-us	12	5	1	0	1	0	sbcglobal.net	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.0.6 Safari/533.22.3	dallas	usa	tx	http://facebook.com	94
5528366177	1330641219	3/1/2016 14:33	99.46.44.132	http://www.acme.com/SH55126545/VD55170364	2	8796161998849	en-us	6	6	0	0	0	0	sbcglobal.net	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.0.6 Safari/533.22.3	dallas	usa	tx		81
5529183018	1330635765	3/1/2016 13:02	98.155.49.183	http://www.acme.com/SH559040/VD55175948	3	8796219080705	en-us,en;q=0.5	10	3	0	0	0	0	rr.com	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.17) Gecko/20110121 Firefox/3.5.17	san diego	usa	ca		51
5529183018	1330636691	3/1/2016 13:18	98.155.49.183	http://www.acme.com/SH559040/VD55175948	3	8796219080705	en-us,en;q=0.5	16	6	1	0	0	0	rr.com	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.17) Gecko/20110121 Firefox/3.5.17	san diego	usa	ca	http://yahoo.com	37
5526397042	1330638972	3/1/2016 13:56	76.174.52.116	http://www.acme.com/SH5580165/VD55173281	5	8796161998849	en-US	18	2	0	1	1	1	rr.com	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; GTB7.3; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C)	woodland hills	usa	ca	http://google.com	72
5537911711	1330635879	3/1/2016 13:04	67.78.113.169	http://www.acme.com/SH559040/VD55175948	3	8796219080705	en-US	20	12	0	0	1	0	rr.com	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)	bastrop	usa	tx	http://google.com	15
5537911711	1330636364	3/1/2016 13:12	67.78.113.169	http://www.acme.com/SH559040/VD55175948	4	8796219080705	en-US	18	11	1	1	0	0	rr.com	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)	bastrop	usa	tx	http://facebook.com	66
5537911711	1330636471	3/1/2016 13:14	67.78.113.169	http://www.acme.com/SH559040/VD55175948	2	8796219080705	en-US	7	4	0	0	1	1	rr.com	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)	bastrop	usa	tx	http://yahoo.com	41
5537911711	1330636801	3/1/2016 13:20	67.78.113.169	http://www.acme.com/SH559040/VD55175948	3	8796219080705	en-US	6	6	0	1	1	0	rr.com	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)	bastrop	usa	tx	http://facebook.com	69
